ord,l_time,q_time,FOMh2,PHIRKAh2,rPHIRKAh2,lh2,rlh2,qh2,rqh2,FOMhinf,PHIRKAhinf,rPHIRKAhinf,lhinf,rlhinf,qhinf,rqhinf
2,0.0639533996582031,42.1164391040802,243.2613316717931,243.2604740837566,0.999996474622454,243.25006422034625,0.9999536816995556,243.26128315595807,0.9999998005608424,242.4376971641329,242.43769713294185,0.9999999998713438,241.83185791142887,0.9975010517762264,241.83213425369323,0.9975021916248044
3,35.49543261528015,56.43667006492615,243.2613316717931,243.26115692007545,0.9999992816296924,243.245193307777,0.99993365832578,243.26144310548185,1.0000004580822113,242.4376971641329,242.43769706336485,0.9999999995843548,242.38681811894088,0.999790135586226,242.3878062635064,0.9997942114563448
4,118.64177417755128,175.67463159561157,243.2613316717931,243.26036377160764,0.9999960211506744,243.25952254475277,0.9999925630307624,243.24771866970212,0.999944039597262,242.4376971641329,242.4376942820793,0.9999999881121884,242.09301164811188,0.9985782511546144,242.0933053092681,0.9985794624396565
5,163.6308708190918,198.10331439971924,243.2613316717931,243.2603448793089,0.9999959434881104,243.3446527544594,1.0003425167579807,243.2592230946332,0.9999913320495888,242.4376971641329,242.4376942745461,0.999999988081116,242.2411590339942,0.9991893252062788,242.24193287512844,0.9991925171238036
6,268.70721459388733,286.1284830570221,243.2613316717931,243.2602602923108,0.9999955957674204,243.27710702483023,1.0000648494067212,243.2332734012516,0.9998846579094643,242.4376971641329,242.43769376289603,0.9999999859706764,242.26438035517677,0.999285107840144,242.2649277649109,0.99928736577998
7,225.57451510429385,343.2944686412811,243.2613316717931,243.26027535375988,0.9999956576821069,243.0911110184884,0.999300256016298,243.08468406285724,0.999273836052274,242.4376971641329,242.43769390235084,0.9999999865458956,242.23316722496503,0.9991563608235834,242.23361141546795,0.99915819300772
8,253.3813052177429,205.0753908157349,243.2613316717931,243.2600917802904,0.999994903047294,242.93138715194743,0.998643662280486,242.94369286762932,0.998694248683172,242.4376971641329,242.43769329582543,0.9999999840441172,242.24273776995264,0.9991958371306904,242.2500759602044,0.9992261054855608
9,278.7926886081696,397.8355538845062,243.2613316717931,243.26008443391305,0.9999948728477662,242.88518448148704,0.9984537320924742,242.88371975104,0.998447710870618,242.4376971641329,242.4376932838329,0.9999999839946508,242.23261119205105,0.9991540673151046,242.22201556420177,0.9991103627758634
